time_s,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.42,1.1249,-2.4535,9.4647,0.0206,0.0155,0.0103
1.44,1.1085,-2.4832,9.4456,0.0206,0.0154,0.0103
1.46,0.8535,-2.5997,9.013,-0.0247,-0.0185,-0.0124
1.48,0.93,-2.5762,9.0775,-0.0193,-0.0145,-0.0096
1.5,1.0185,-2.5969,9.199,-0.0013,-0.001,-0.0006
1.52,1.1239,-2.4991,9.4249,0.0215,0.0162,0.0108
1.54,1.0054,-2.4851,9.3479,0.0061,0.0046,0.003
1.56,0.9863,-2.5743,9.126,-0.0077,-0.0058,-0.0038
1.58,1.0041,-2.6564,9.3078,-0.001,-0.0008,-0.0005
1.6,0.9543,-2.5903,9.3401,0.0014,0.0011,0.0007
1.62,1.0373,-2.5052,9.3408,0.0065,0.0049,0.0033
1.64,0.9088,-2.6225,9.0643,-0.0134,-0.0101,-0.0067
1.66,1.0563,-2.474,9.3704,0.0087,0.0065,0.0043
1.68,0.8546,-2.664,9.0978,-0.0228,-0.0171,-0.0114
1.7,0.905,-2.6495,9.2179,-0.0065,-0.0049,-0.0033
1.72,0.8329,-2.6857,9.1673,-0.014,-0.0105,-0.007
1.74,0.8282,-2.5956,9.1075,-0.0191,-0.0143,-0.0095
1.76,0.8612,-2.6498,9.1261,-0.012,-0.009,-0.006
1.78,0.894,-2.596,9.1178,-0.0201,-0.015,-0.01
1.8,0.9139,-2.6594,9.1993,-0.0062,-0.0047,-0.0031
1.82,0.8472,-2.6742,9.1808,-0.0077,-0.0058,-0.0038
1.84,0.8649,-2.5611,9.2235,-0.0043,-0.0032,-0.0021
1.86,0.8719,-2.5729,9.1437,-0.0069,-0.0052,-0.0034
1.88,0.9838,-2.5392,9.3434,0.0042,0.0032,0.0021
1.9,0.9975,-2.5549,9.4674,0.0194,0.0145,0.0097
1.92,1.049,-2.591,9.4684,0.0223,0.0167,0.0112
1.94,1.1535,-2.4894,9.5738,0.0306,0.023,0.0153
1.96,0.9201,-2.7009,9.1929,-0.0102,-0.0076,-0.0051
1.98,0.8793,-2.4814,9.4344,0.0096,0.0072,0.0048
2.0,1.0736,-2.5455,9.3018,0.0064,0.0048,0.0032
2.02,0.9935,-2.597,9.2816,0.0042,0.0031,0.0021
2.04,1.0399,-2.5934,9.3574,0.0099,0.0074,0.0049
2.06,1.0937,-2.4737,9.4447,0.0207,0.0155,0.0104
2.08,0.9059,-2.6031,9.1883,-0.0113,-0.0085,-0.0057
2.1,0.9727,-2.5525,9.2885,0.0077,0.0058,0.0039
2.12,0.9593,-2.5888,9.1475,-0.0089,-0.0067,-0.0044
2.14,0.8755,-2.6611,9.212,-0.0083,-0.0063,-0.0042
2.16,0.9112,-2.4946,9.2796,-0.0039,-0.0029,-0.0019
2.18,0.8492,-2.5678,9.1793,-0.0094,-0.007,-0.0047
2.2,0.8263,-2.6307,9.2243,-0.0167,-0.0126,-0.0084
2.22,0.9055,-2.6167,9.2077,-0.0021,-0.0016,-0.0011
2.24,0.9982,-2.5162,9.2529,-0.0004,-0.0003,-0.0002
2.26,0.9813,-2.5882,9.2656,0.0012,0.0009,0.0006
2.28,0.8752,-2.5966,9.1779,-0.0126,-0.0095,-0.0063
2.3,0.9605,-2.6674,9.3872,0.007,0.0053,0.0035
2.32,1.0674,-2.5038,9.5013,0.0229,0.0172,0.0115
2.34,1.0242,-2.5713,9.3363,0.0075,0.0056,0.0037
2.36,0.9226,-2.6571,9.1941,-0.0054,-0.0041,-0.0027
2.38,0.9151,-2.6327,9.1007,-0.0163,-0.0122,-0.0082
2.4,1.0533,-2.4706,9.2932,0.0098,0.0073,0.0049
2.42,0.7479,-2.6693,9.085,-0.0274,-0.0203,-0.0136
2.44,1.0371,-2.529,9.411,0.0191,0.0131,0.009
2.46,0.9318,-2.718,9.2466,-0.0019,-0.0012,-0.0032
2.48,0.8989,-2.7004,9.0426,-0.0189,-0.0139,-0.012
2.5,0.8647,-2.6042,9.105,-0.0183,-0.0127,-0.0097
2.52,0.9535,-2.5311,9.2349,-0.0057,-0.0049,-0.0042
2.54,0.9185,-2.6099,9.3107,0.0036,0.0043,-0.0008
2.56,0.9497,-2.6529,9.2043,-0.0148,-0.0103,-0.0041
2.58,0.9123,-2.6802,9.2086,-0.007,-0.0053,-0.0059
2.6,0.8466,-2.59,9.1817,-0.0133,-0.0112,-0.0067
2.62,0.8647,-2.582,9.2052,-0.0032,-0.002,-0.0008
2.64,0.9292,-2.5444,9.1455,-0.0196,0.0062,-0.0097
2.66,0.8624,-2.5762,9.0961,-0.0131,-0.0066,0.0015
2.68,0.8699,-2.6613,9.2309,-0.0059,-0.0089,-0.0037
2.7,1.1138,-2.578,9.6328,0.0348,0.0291,0.0112
2.72,0.9092,-2.6859,9.3318,-0.0077,0.0035,-0.0033
2.74,1.1831,-2.4343,9.5388,0.0285,0.021,0.0043
2.76,0.9091,-2.604,9.2674,-0.0094,-0.0055,-0.0024
2.78,0.781,-2.7796,8.9311,-0.0289,-0.0291,-0.0193
2.8,0.8521,-2.6088,9.06,-0.0239,-0.0127,-0.019
2.82,0.9286,-2.6869,9.2759,0.0106,0.0,-0.0102
2.84,1.114,-2.4135,9.4852,0.0358,0.0175,0.0159
2.86,0.7615,-2.7451,8.9873,-0.0188,-0.0378,-0.0272
2.88,0.9401,-2.55,9.2991,0.0044,0.0208,0.019
2.9,1.0023,-2.4542,9.4143,0.0158,0.0179,-0.0035
2.92,0.8795,-2.7292,9.6039,0.0165,0.0219,-0.0149
2.94,0.9744,-2.5719,9.3665,0.0233,0.0084,0.0127
2.96,0.9568,-2.4981,9.3972,0.0241,-0.0066,0.009
2.98,0.976,-2.6018,9.4299,0.0035,-0.0026,0.0183
3.0,0.8737,-2.6866,9.1735,-0.0029,-0.0115,-0.0013
3.02,0.9616,-2.3257,9.4818,0.0231,0.0132,0.0113
3.04,0.8945,-2.6392,9.2052,-0.0227,-0.0244,0.0072
3.06,1.0112,-2.6728,9.0495,-0.0163,-0.0255,-0.0007
3.08,0.8286,-2.6248,9.2759,0.0003,0.0179,0.0046
3.1,1.0518,-2.6163,9.2085,-0.0117,-0.0089,-0.0118
3.12,1.0861,-2.6002,9.5345,0.0269,0.0065,-0.0177
3.14,0.9129,-2.6728,9.2239,-0.0004,0.0163,0.0019
3.16,0.9227,-2.6157,9.1742,0.0079,-0.0043,-0.0131
3.18,1.057,-2.441,9.3118,-0.0119,-0.0114,0.0037
3.2,0.538,-2.6266,9.0326,-0.0251,-0.031,-0.0161
3.22,0.9672,-2.5125,9.7989,0.0298,-0.002,0.0401
3.24,1.0589,-2.5544,9.2524,0.0674,0.0256,0.0307
3.26,0.9996,-2.6265,9.1561,0.1133,0.1142,0.015
3.28,1.0453,-2.3594,9.0003,0.1619,0.209,-0.0254
3.3,0.6423,-2.7205,8.8525,0.0442,0.0904,-0.0062
3.32,0.8201,-2.6937,8.6855,-0.1562,-0.2384,-0.0839
3.34,0.6652,-2.6392,8.6288,-0.3632,-0.5143,-0.1081
3.36,0.435,-2.6055,8.9763,-0.4768,-0.2748,-0.0844
3.38,0.5036,-2.2558,10.4782,-0.3446,0.3398,-0.042
3.4,0.815,-2.7539,11.7209,-0.0754,0.7657,0.0144
3.42,0.9936,-2.76,10.1259,0.3026,0.4825,0.0738
3.44,1.7066,-2.5104,9.1063,0.5198,-0.1603,0.0957
3.46,1.4463,-2.7105,8.649,0.4301,-0.5482,0.096
3.48,1.0121,-2.7398,8.3427,0.2098,-0.3542,0.0801
3.5,0.5987,-2.7157,8.5117,-0.0217,0.0262,0.0228
3.52,0.5586,-2.6531,8.9496,-0.1068,0.2229,-0.0127
3.54,0.9677,-2.6882,9.1197,-0.1341,0.1798,-0.0212
3.56,0.7032,-2.5589,8.9339,-0.1016,0.0137,-0.0265
3.58,0.6741,-2.6639,8.9887,-0.0448,-0.072,-0.017
3.6,1.0101,-2.5382,9.1639,0.0348,0.0149,0.0087
3.62,0.6435,-2.5305,8.8391,-0.008,-0.014,0.0033
3.64,0.9914,-2.5365,9.2947,0.0032,0.0241,-0.0131
3.66,0.9376,-2.5671,9.3912,-0.0048,-0.0271,-0.0112
3.68,0.85,-2.5511,9.3496,-0.0085,-0.0849,-0.0547
3.7,1.0115,-2.575,9.0611,0.0618,0.0131,-0.0097
3.72,0.9373,-2.5669,8.7194,0.1351,0.1322,-0.0166
3.74,1.0756,-2.5576,8.6569,0.124,0.2552,-0.0074
3.76,0.8852,-2.4743,8.6411,0.0752,0.1152,0.0396
3.78,0.9332,-2.3998,8.6956,-0.198,-0.3469,0.0599
3.8,0.3929,-2.4755,8.3444,-0.4639,-0.6309,0.1009
3.82,0.3512,-2.6533,8.9357,-0.5083,-0.309,0.1529
3.84,0.3974,-2.6749,10.5739,-0.4029,0.4228,0.1014
3.86,0.7194,-2.8795,11.7956,-0.0526,0.833,-0.0152
3.88,1.1203,-2.6754,10.4832,0.3855,0.4981,-0.0655
3.9,1.6261,-2.842,9.0012,0.5403,-0.2714,-0.1623
3.92,1.2763,-2.4861,8.5413,0.4885,-0.589,-0.1571
3.94,1.2023,-2.6544,8.7167,0.2051,-0.4244,-0.053
3.96,1.0468,-2.4525,8.464,-0.0127,0.0725,-0.0291
3.98,0.9344,-2.4445,8.8586,-0.1223,0.253,0.0254
4.0,0.8979,-2.3182,9.321,-0.133,0.1824,0.005
4.02,0.7106,-2.4275,9.413,-0.0644,0.0157,0.0254
4.04,0.9596,-2.7101,9.4457,0.005,-0.0262,0.0177
4.06,0.7914,-2.803,9.217,-0.0094,-0.034,0.018
4.08,0.9767,-2.5159,9.3122,-0.0159,0.0288,0.008
4.1,1.0224,-2.3719,9.1471,0.0296,-0.0157,0.0438
4.12,0.8653,-2.5894,9.5157,0.0164,-0.0381,0.0206
4.14,1.1739,-2.6408,9.688,0.0574,-0.0065,0.0257
4.16,0.8398,-2.4286,9.5655,0.0505,-0.0287,0.0487
4.18,1.2359,-2.6766,9.1419,0.1474,0.1176,0.0173
4.2,1.1522,-2.555,8.9808,0.189,0.2601,0.0165
4.22,0.9216,-2.4668,8.6787,0.1055,0.186,-0.0508
4.24,1.0024,-2.5039,8.8277,-0.1341,-0.2039,-0.0926
4.26,0.6367,-2.7305,8.4638,-0.4074,-0.6541,-0.139
4.28,0.2094,-2.5838,8.631,-0.615,-0.5034,-0.1642
4.3,0.3187,-2.2855,10.5762,-0.4785,0.267,-0.1333
4.32,0.7594,-2.4108,12.0223,-0.1246,0.8744,-0.0351
4.34,1.2139,-2.3003,11.3999,0.2635,0.7561,0.0836
4.36,1.7991,-2.2901,9.89,0.5748,-0.028,0.1389
4.38,1.5293,-2.309,8.9588,0.5888,-0.6315,0.1827
4.4,1.2392,-2.6949,8.5526,0.3114,-0.5405,0.1335
4.42,1.0123,-2.5345,8.7657,0.061,-0.0365,0.0323
4.44,0.9946,-2.6882,8.8646,-0.1186,0.2583,-0.0178
4.46,0.999,-2.6756,9.2037,-0.1439,0.2454,-0.0128
4.48,0.8615,-2.4648,9.3031,-0.0756,0.0901,-0.0197
4.5,0.8845,-2.6088,9.2446,-0.0369,-0.013,-0.0252
4.52,1.0742,-2.4332,9.4269,-0.0272,-0.0592,0.0111
4.54,1.1887,-2.453,9.6706,0.0121,0.0108,-0.0192
4.56,0.9568,-2.4896,9.3959,-0.028,-0.0283,0.0038
4.58,0.9874,-2.5131,9.6503,0.0466,-0.0575,-0.0213
4.6,0.7612,-2.6433,9.237,0.06,0.0219,-0.0316
4.62,1.1492,-2.4973,9.1818,0.1387,0.1634,-0.0433
4.64,0.9627,-2.6472,9.0192,0.13,0.2378,0.0039
4.66,0.8649,-2.5185,8.6544,0.0626,0.0584,0.0528
4.68,0.933,-2.5087,8.647,-0.1694,-0.3558,0.0822
4.7,0.5961,-2.5372,8.693,-0.4123,-0.5708,0.1028
4.72,0.2516,-2.5303,8.8408,-0.4896,-0.2851,0.096
4.74,0.3169,-3.0919,10.2687,-0.3414,0.3877,0.0848
4.76,0.9692,-2.5305,12.5442,0.0277,0.7788,0.0094
4.78,1.4617,-2.6127,10.6945,0.3561,0.4945,-0.0634
4.8,1.4912,-2.5889,9.3369,0.4891,-0.2426,-0.1156
4.82,1.1072,-2.4319,8.7737,0.3998,-0.5736,-0.146
4.84,1.1553,-2.5132,8.4512,0.1886,-0.3803,-0.0924
4.86,1.1043,-2.5714,8.7082,-0.0295,0.04,-0.0209
4.88,0.7803,-2.1777,8.9545,-0.1059,0.2399,0.0161
4.9,0.7076,-2.6727,9.1435,-0.0995,0.1497,0.0115
4.92,0.9242,-2.5551,9.2629,-0.0672,-0.0001,0.0273
4.94,1.0993,-2.6391,9.3981,0.0166,-0.0137,0.0256
4.96,0.8264,-2.5447,9.4371,-0.0077,-0.0035,0.0181
4.98,1.3641,-2.4747,9.3748,0.0237,0.0212,0.0405
5.0,1.1697,-2.6873,9.6318,0.0223,-0.0008,0.0047
5.02,0.9171,-2.822,9.2718,0.0142,-0.0487,-0.0139
5.04,1.245,-2.5735,9.4356,0.0913,0.0013,0.0173
5.06,0.9379,-2.5208,8.9375,0.1477,0.1298,0.0029
5.08,1.07,-2.5505,8.995,0.1726,0.2744,0.0281
5.1,0.6615,-2.7405,8.7169,0.0412,0.12,-0.0114
5.12,0.7989,-2.691,8.3893,-0.1632,-0.3904,-0.1179
5.14,0.7038,-2.556,8.0758,-0.5211,-0.6748,-0.147
5.16,0.1041,-2.4041,8.7604,-0.5854,-0.4125,-0.1628
5.18,0.0361,-2.3787,10.3248,-0.4639,0.4249,-0.1
5.2,0.7961,-2.1785,12.3015,-0.018,0.9443,0.0451
5.22,1.6927,-2.0514,11.4964,0.3954,0.6298,0.0875
5.24,1.6565,-2.1496,9.2826,0.6238,-0.1822,0.1591
5.26,1.238,-2.4521,8.4435,0.549,-0.6875,0.1852
5.28,0.9307,-2.8137,8.5359,0.2922,-0.4717,0.1232
5.3,0.9725,-2.7504,8.615,0.0112,0.0362,0.0485
5.32,0.7196,-2.8547,8.7532,-0.1484,0.2835,-0.011
5.34,0.6588,-2.676,8.9367,-0.1351,0.1911,-0.0127
5.36,0.7662,-2.6781,9.201,-0.1006,0.0275,-0.0025
5.38,0.8031,-2.5148,9.4737,-0.0341,-0.0542,-0.0171
5.4,0.9686,-2.6427,9.425,0.0047,-0.0408,-0.0454
5.42,1.0633,-2.4634,9.3885,0.0176,0.0137,0.0259
5.44,0.894,-2.5715,9.4654,-0.0196,-0.0303,0.0284
5.46,0.9715,-2.658,9.2821,-0.0093,-0.0746,-0.0158
5.48,0.8505,-2.4998,9.2026,0.0329,-0.0233,-0.0408
5.5,0.945,-2.6725,9.1148,0.1206,0.0971,-0.0252
5.52,0.9278,-2.4898,8.8164,0.1841,0.264,0.0143
5.54,1.129,-2.3618,8.8156,0.1422,0.2413,0.0154
5.56,0.6827,-2.3112,8.6032,-0.1053,-0.1157,0.0616
5.58,0.5731,-2.5211,8.2929,-0.3533,-0.6385,0.1289
5.6,0.3177,-2.5855,8.2076,-0.5826,-0.6275,0.1677
5.62,0.1813,-2.5775,9.7086,-0.6172,0.0294,0.1316
5.64,0.2857,-3.221,11.4532,-0.2705,0.8406,0.0398
5.66,1.0398,-3.0036,11.8151,0.2024,0.9104,-0.0493
5.68,1.749,-2.6482,10.0425,0.5602,0.1519,-0.1213
5.7,1.5206,-2.7353,8.552,0.6527,-0.5418,-0.1625
5.72,1.153,-2.501,8.3043,0.412,-0.6907,-0.1465
5.74,0.6919,-2.5567,8.2585,0.0902,-0.1891,-0.0801
5.76,0.7587,-2.278,8.7939,-0.1052,0.2087,-0.0519
5.78,0.7108,-2.5469,8.9435,-0.1613,0.2729,0.0163
5.8,1.161,-2.3619,9.4588,-0.0974,0.1003,0.0321
5.82,0.8473,-2.5858,9.1899,-0.0452,-0.0487,0.0521
5.84,0.6791,-2.4908,9.341,-0.0277,-0.0454,0.0222
5.86,0.9288,-2.4241,9.2393,0.0064,-0.0529,0.035
5.88,0.9653,-2.7279,9.3324,0.0046,0.0345,0.0225
5.9,0.8445,-2.6916,9.0262,-0.0075,-0.0375,-0.0285
5.92,0.9813,-2.7049,9.2243,0.0398,0.0005,0.0585
5.94,1.0412,-2.6842,9.0547,0.1306,0.1054,0.0192
5.96,0.8694,-2.6428,8.8536,0.1107,0.2284,-0.0324
5.98,1.0106,-2.4894,9.0041,0.0661,0.1495,-0.0178
6.0,0.6243,-2.5865,8.6082,-0.1099,-0.2328,-0.088
6.02,0.6956,-2.6878,8.2831,-0.3708,-0.5826,-0.1222
6.04,0.4692,-2.4788,8.8538,-0.4659,-0.4279,-0.1341
6.06,0.1056,-2.2484,9.8365,-0.4099,0.2162,-0.0906
6.08,0.941,-2.0412,11.8138,-0.1348,0.7167,-0.0606
6.1,0.9251,-2.4511,10.6443,0.2528,0.5788,0.0218
6.12,1.4708,-2.4237,9.48,0.4649,-0.0645,0.0877
6.14,1.3675,-2.6047,8.5821,0.4396,-0.5544,0.1163
6.16,1.419,-2.295,8.9571,0.3005,-0.4451,0.1139
6.18,1.0679,-2.5825,9.0224,0.0448,-0.0362,0.0656
6.2,1.1901,-2.477,8.9699,-0.1149,0.2172,0.0217
6.22,0.8877,-2.7533,9.2319,-0.1206,0.1647,-0.0208
6.24,0.7713,-2.5805,9.3086,-0.0771,0.0666,-0.0464
6.26,1.0733,-2.4543,9.4232,0.0055,-0.0254,0.0048
6.28,0.8958,-2.5367,9.57,0.0246,-0.0246,-0.0138
6.3,1.0822,-2.6145,9.5546,0.0039,-0.0236,0.0022
6.32,1.1764,-2.6037,9.3645,0.0275,-0.0088,0.014
6.34,0.8995,-2.6816,9.3023,0.0064,-0.0515,-0.0021
6.36,0.7055,-2.5709,9.3795,0.0241,-0.0355,0.0086
6.38,1.0949,-2.4419,9.3671,0.0786,-0.0204,-0.0222
6.4,1.0449,-2.6805,8.8704,0.0691,0.058,-0.002
6.42,1.4271,-2.4212,9.1263,0.184,0.2631,0.0293
6.44,1.2866,-2.2545,9.0823,0.1117,0.1738,0.021
6.46,1.0176,-2.3105,8.9319,-0.1076,-0.1984,0.0809
6.48,0.8823,-2.477,8.8743,-0.3269,-0.5842,0.1595
6.5,0.3487,-2.5374,8.5157,-0.5435,-0.5654,0.1555
6.52,0.4108,-2.5351,10.2093,-0.4958,0.1488,0.1403
6.54,0.8846,-2.458,12.5542,-0.1414,0.8387,0.0944
6.56,1.2465,-3.0093,11.0997,0.2492,0.7701,-0.0698
6.58,1.6335,-2.9469,9.8281,0.5253,0.0209,-0.1626
6.6,1.5138,-2.4401,8.7739,0.5582,-0.618,-0.1573
6.62,1.0402,-2.5874,8.6463,0.3026,-0.5686,-0.1168
6.64,1.1632,-2.3134,9.0587,0.0955,-0.0598,-0.0504
6.66,0.9798,-2.4165,9.1679,-0.1304,0.1913,-0.0152
6.68,0.828,-2.3792,8.9023,-0.159,0.2164,-0.0031
6.7,0.7767,-2.6956,9.3785,-0.1473,0.0639,0.0023
6.72,1.1153,-2.3262,9.8414,0.0177,-0.0144,0.0427
6.74,1.0548,-2.6603,9.5468,0.014,-0.0386,0.0282
6.76,1.1486,-2.6638,9.6689,0.009,-0.0193,-0.0058
6.78,1.0601,-2.4989,9.4957,0.0343,0.0352,0.0195
6.8,0.9747,-2.4462,9.324,-0.0197,-0.0072,0.0203
6.82,1.1943,-2.476,9.5026,0.0079,-0.0447,-0.0106
6.84,1.0104,-2.5423,9.5552,0.0617,-0.044,-0.0017
6.86,0.9534,-2.5552,9.3344,0.08,-0.0047,0.0136
6.88,1.0687,-2.7235,8.8593,0.1519,0.1544,-0.0025
6.9,0.909,-2.5735,9.0906,0.1601,0.2786,-0.0282
6.92,1.2128,-2.4448,9.2296,0.0581,0.0449,-0.0145
6.94,0.7464,-2.6973,8.6404,-0.2742,-0.4895,-0.0857
6.96,0.7099,-2.4776,8.6952,-0.5077,-0.6649,-0.1759
6.98,0.2466,-2.3611,9.3202,-0.6241,-0.2465,-0.145
7.0,0.7106,-2.1683,11.2387,-0.3878,0.5934,-0.0541
7.02,0.6286,-2.4771,11.5436,0.0109,0.9452,-0.0239
7.04,1.7518,-2.0869,10.9269,0.4439,0.4411,0.0839
7.06,1.5592,-2.4007,8.9525,0.6442,-0.3676,0.1338
7.08,1.1719,-2.4946,8.2819,0.491,-0.6809,0.1252
7.1,1.445,-2.4809,8.8886,0.231,-0.3765,0.0951
7.12,0.8772,-3.2152,8.5312,-0.0729,0.0879,0.0601
7.14,0.9751,-2.4329,9.0594,-0.1326,0.2791,0.0045
7.16,0.9566,-2.7959,9.0706,-0.1322,0.1456,-0.0258
7.18,1.0118,-2.5338,9.2541,-0.097,0.0097,0.0214
7.2,1.1821,-2.5085,9.4833,0.022,-0.0446,-0.0364
7.22,1.1334,-2.545,9.5351,0.0182,-0.041,0.009
7.24,0.855,-2.493,9.4568,0.0487,-0.003,0.0093
7.26,0.8417,-2.6017,9.3294,-0.0139,-0.0748,-0.0348
7.28,1.1645,-2.6241,9.623,0.0154,-0.0415,0.0036
7.3,1.1721,-2.5944,9.2672,0.1229,0.032,-0.0013
7.32,0.8992,-2.7114,8.5972,0.1559,0.1905,-0.0423
7.34,1.0767,-2.3721,8.8473,0.1476,0.2796,0.0329
7.36,1.0252,-2.4817,8.6464,-0.0093,-0.0312,0.0641
7.38,0.7653,-2.2766,8.2953,-0.3198,-0.5483,0.0941
7.4,0.5107,-2.7057,8.4687,-0.5696,-0.6955,0.127
7.42,0.2464,-2.59,9.3691,-0.5758,-0.1,0.1234
7.44,0.7102,-2.7401,11.959,-0.3014,0.6993,0.0668
7.46,1.0168,-2.822,12.4838,0.1376,0.9555,-0.0154
7.48,1.6623,-2.8844,9.9466,0.5356,0.3428,-0.1038
7.5,1.8235,-2.8442,8.6774,0.6462,-0.4719,-0.1612
7.52,1.1168,-2.6027,8.1265,0.4434,-0.7432,-0.1503
7.54,0.8169,-2.2792,8.5436,0.1353,-0.3226,-0.1037
7.56,1.0494,-2.4583,8.4405,-0.0819,0.1855,-0.0164
7.58,0.8701,-2.4609,9.2195,-0.1398,0.3003,0.0169
7.6,0.8738,-2.638,8.9629,-0.1318,0.1203,0.0461
7.62,0.6877,-2.7328,9.2087,-0.0692,-0.0586,0.0113
7.64,0.9153,-2.4702,9.3135,-0.005,-0.0786,0.0122
7.66,0.827,-2.5829,8.9835,0.0035,-0.0301,-0.0062
7.68,0.8386,-2.5311,9.5027,0.0424,-0.023,0.0081
7.7,0.7298,-2.514,8.9806,-0.0251,-0.0323,0.0182
7.72,0.9862,-2.6916,9.2616,-0.0108,-0.0219,-0.012
7.74,0.9263,-2.2969,9.3737,0.035,-0.0319,0.0131
